Organization Name,Town/City,County,Tier & Rating,Sub Tier
"Activision Europe, Limited",Birmingham,Berkshire,Tier 2 (A rating),Intra Company Transfers (ICT)
ACTIVTRADES,London,Berkshire,Tier 2 (A rating),Tier 2 General
Activus Limited,Bristol,Berkshire,Tier 2 (A rating),Tier 2 General
Acton Community Forum,Acton,Greater London,Tier 2 (A rating),Tier 2 General
Acton Finishing Limited,Coventry,Greater London,Tier 2 (A rating),Tier 2 General
Acton Muslim Welfare Association,London,Greater London,Tier 5 (A rating),Religious Workers
Acton Muslim Welfare Association,London,Greater London,Tier 2 (A rating),Religious Workers
ACTS COMMUNITY CHURCH,Tylorstown,RHONDDA CYNON TAFF,Tier 5 (A rating),Voluntary Workers
Acts London,London,RHONDDA CYNON TAFF,Tier 2 (A rating),Religious Workers
Actual Experience Plc,Bath,RHONDDA CYNON TAFF,Tier 2 (A rating),Tier 2 General
Acturis Ltd,London,RHONDDA CYNON TAFF,Tier 2 (A rating),Tier 2 General
Acuiti Labs Limited,London,RHONDDA CYNON TAFF,Tier 2 (A rating),Tier 2 General
Acuiti Labs Limited,London,RHONDDA CYNON TAFF,Tier 2 (A rating),Intra Company Transfers (ICT)
ACUITY KNOWLEDGE PARTNERS (UK) LIMITED,London,RHONDDA CYNON TAFF,Tier 2 (A rating),Intra Company Transfers (ICT)
ACUITY KNOWLEDGE PARTNERS (UK) LIMITED,London,RHONDDA CYNON TAFF,Tier 2 (A rating),Tier 2 General
Acuity Solutions Limited,Walton On Thames,Surrey,Tier 2 (A rating),Tier 2 General
Acuma Solutions Limited,Stockport,Surrey,Tier 2 (A rating),Tier 2 General
Acuma Solutions Limited,Stockport,Surrey,Tier 2 (A rating),Intra Company Transfers (ICT)
Acumed Ltd,Andover,Hampshire,Tier 2 (A rating),Tier 2 General
Acumen Commercial Insights LTD,Richmond Upon Thames,Surrey,Tier 2 (A rating),Tier 2 General
Acumen Inc,London,Surrey,Tier 2 (A rating),Tier 2 General
Acumen Inc,London,Surrey,Tier 2 (A rating),Intra Company Transfers (ICT)
Acumen Insights Ltd,Luton,Surrey,Tier 2 (A rating),Tier 2 General
Acumen Solutions UK Limited,London,Surrey,Tier 2 (A rating),Tier 2 General
Acumen Solutions UK Limited,London,Surrey,Tier 2 (A rating),Intra Company Transfers (ICT)
ACUPAY SYSTEM LLC,London,Surrey,Tier 2 (A rating),Tier 2 General
ACUPAY SYSTEM LLC,London,Surrey,Tier 2 (A rating),Intra Company Transfers (ICT)
Acurable Ltd,London,Please select,Tier 2 (A rating),Tier 2 General
Acute Art Limited,Horsforth,Leeds,Tier 2 (A rating),Tier 2 General
Acuutech Limited,"Loughton,",Essex,Tier 2 (A rating),Tier 2 General
Acuvate Software Ltd,Slough,Berkshire,Tier 2 (A rating),Tier 2 General
Acuvate Software Ltd,Slough,Berkshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Acxel Tech Limited,Cambridge,Berkshire,Tier 2 (A rating),Tier 2 General
Acxiom Limited,London,Berkshire,Tier 2 (A rating),Tier 2 General
Acxiom Limited,London,Berkshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Ad Dynamo UK,Chancery Lane,United Kingdom,Tier 2 (A rating),Intra Company Transfers (ICT)
Ad Systems UK Ltd,Blackpool,United Kingdom,Tier 2 (A rating),Tier 2 General
AD Technologies Ltd,Reading,United Kingdom,Tier 2 (A rating),Tier 2 General
Ada Associates UK Ltd,Edmonton,London,Tier 2 (A rating),Tier 2 General
Ada Digital Health Ltd,London,London,Tier 2 (A rating),Tier 2 General
Ada Digital Health Ltd,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
ADAM Architecture Ltd,Winchester,Hampshire,Tier 2 (A rating),Tier 2 General
ADAM Asset Management Limited,London,Hampshire,Tier 2 (A rating),Tier 2 General
Adam Bernard Solicitors,London,Hampshire,Tier 2 (A rating),Tier 2 General
Adam Smith International Limited,London,Hampshire,Tier 2 (A rating),Tier 2 General
Adam Smith International Limited,London,Hampshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Adam Spiegel Productions Ltd,London,Hampshire,Tier 5 (A rating),Creative & Sporting
Adams & Moore Limited,Dartford,Kent,Tier 2 (A rating),Tier 2 General
ADAMS CARE LTD,Chingford,Kent,Tier 2 (A rating),Tier 2 General
Adams Gold Limited,London,Kent,Tier 2 (A rating),Tier 2 General
Adams' Grammar School,Newport,Shropshire,Tier 5 (A rating),Voluntary Workers
Adamson Associates (International) Ltd,London,London,Tier 2 (A rating),Tier 2 General
Adamson Associates (International) Ltd,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
Adani Global Pte Ltd,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
Adaptimmune Limited,Abingdon,Oxfordshire,Tier 2 (A rating),Tier 2 General
Adaptive Financial Consulting Ltd,London,England,Tier 2 (A rating),Tier 2 General
Adaptix Ltd,Oxford,England,Tier 2 (A rating),Tier 2 General
Adaptly UK Limited,London,England,Tier 2 (A rating),Tier 2 General
Adaptly UK Limited,London,England,Tier 2 (A rating),Intra Company Transfers (ICT)
ADARA Media UK,London,England,Tier 2 (A rating),Intra Company Transfers (ICT)
Adarga Limited,London,England,Tier 2 (A rating),Tier 2 General
Adarma Limited,Edinburgh,England,Tier 2 (A rating),Tier 2 General
Adbell International Limited,London,England,Tier 2 (A rating),Tier 2 General
Adcolony UK Limited,London,England,Tier 2 (A rating),Tier 2 General
Adcolony UK Limited,London,England,Tier 2 (A rating),Intra Company Transfers (ICT)
ADD International (Action on Disability and Development),Frome,Somerset,Tier 2 (A rating),Tier 2 General
ADD International (Action on Disability and Development),Frome,Somerset,Tier 2 (A rating),Intra Company Transfers (ICT)
Add Latent Ltd,Aberdeen,Somerset,Tier 2 (A rating),Tier 2 General
Add Latent Ltd,Aberdeen,Somerset,Tier 2 (A rating),Intra Company Transfers (ICT)
Addax Petroleum UK Limited,Aberdeen,Scotland,Tier 2 (A rating),Tier 2 General
Addax Petroleum UK Limited,Aberdeen,Scotland,Tier 2 (A rating),Intra Company Transfers (ICT)
ADDED DIMENSION EVENTS LTD,London,Scotland,Tier 2 (A rating),Tier 2 General
Added Scientific Limited,Nottingham,Scotland,Tier 2 (A rating),Tier 2 General
Added Value Applications Ltd,Henley On Thames,Oxfordshire,Tier 2 (A rating),Tier 2 General
Addington Captial LLP,London,Oxfordshire,Tier 2 (A rating),Tier 2 General
Addison and Khan Solicitors London Limited,Essex,Oxfordshire,Tier 2 (A rating),Tier 2 General
ADDISON BRADLEY & CO. LIMITED,London,Oxfordshire,Tier 2 (A rating),Tier 2 General
ADDISON LEE SERVICES LIMITED,London,Oxfordshire,Tier 2 (A rating),Tier 2 General
Additive Industries UK & Ireland Ltd.,Bristol,Oxfordshire,Tier 2 (A rating),Tier 2 General
Addland Limited,London,London,Tier 2 (A rating),Tier 2 General
Addleshaw Goddard LLP,London,London,Tier 2 (A rating),Tier 2 General
Addleshaw Goddard LLP,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
Address Intelligence Technologies Limited,London,London,Tier 2 (A rating),Tier 2 General
Adea Ltd  T/A  The Sichuan,London,London,Tier 2 (A rating),Tier 2 General
Adecco UK Limited,London,London,Tier 2 (A rating),Tier 2 General
Adecco UK Limited,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
Adelaide Nursing Home Ltd,Brighton,East Sussex,Tier 2 (A rating),Tier 2 General
ADELANTA CONSULTING LTD,London,East Sussex,Tier 2 (A rating),Tier 2 General
Adelante Software Ltd,Maidenhead,Berkshire,Tier 2 (A rating),Tier 2 General
Adelie Food Group Ltd,Heathrow,Berkshire,Tier 2 (A rating),Tier 2 General
Adelie Food Group Ltd,Heathrow,Berkshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Adelphi Automation Ltd,Bredbury,Cheshire,Tier 2 (A rating),Tier 2 General
Ademco 1 Limited,Bracknell,Cheshire,Tier 2 (A rating),Tier 2 General
Ademco 1 Limited,Bracknell,Cheshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Adept Contracts Ltd,London,Cheshire,Tier 2 (A rating),Tier 2 General
Adept Management Ltd,Coventry,Cheshire,Tier 2 (A rating),Tier 2 General
Adeptica Ltd,London,Cheshire,Tier 2 (A rating),Tier 2 General
Adequita Capital Limited,London,Cheshire,Tier 2 (A rating),Tier 2 General
Aderant Legal (UK) Limited,London,Cheshire,Tier 2 (A rating),Tier 2 General
Aderant Legal (UK) Limited,London,Cheshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Ades Ltd,London,Cheshire,Tier 2 (A rating),Tier 2 General
ADESA Remarketing Limited,Chester,Cheshire,Tier 2 (A rating),Intra Company Transfers (ICT)
ADETA FAMILY GROUP LIMITED,London,Cheshire,Tier 2 (A rating),Tier 2 General
Adevinta Products & Technology UK Ltd,London,Cheshire,Tier 2 (A rating),Tier 2 General
Adevinta Products & Technology UK Ltd,London,Cheshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Adey Innovation Limited,Cheltenham,Gloucestershire,Tier 2 (A rating),Tier 2 General
Adfenix Ltd,London,Gloucestershire,Tier 2 (A rating),Tier 2 General
Adfenix Ltd,London,Gloucestershire,Tier 2 (A rating),Intra Company Transfers (ICT)
Adform London Limited,London,Gloucestershire,Tier 2 (A rating),Tier 2 General
ADG Market Making LLP,London,Gloucestershire,Tier 2 (A rating),Tier 2 General
Adgistics Limited,London,Gloucestershire,Tier 2 (A rating),Tier 2 General
Adhunter Limited,London,Gloucestershire,Tier 2 (A rating),Tier 2 General
adi Automation Limited,Birmingham,West Midlands,Tier 2 (A rating),Tier 2 General
ADI Automotive Services Limited,Birmingham,West Midlands,Tier 2 (A rating),Tier 2 General
ADIB (UK) LIMITED,London,West Midlands,Tier 2 (A rating),Tier 2 General
ADIB (UK) LIMITED,London,West Midlands,Tier 2 (A rating),Intra Company Transfers (ICT)
Adichis Healthcare Ltd,Coventry,Warwickshire,Tier 2 (A rating),Tier 2 General
adidas UK Ltd,Stockport,Cheshire,Tier 2 (A rating),Tier 2 General
adidas UK Ltd,Stockport,Cheshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Adient Seating UK Ltd,Coventry,Cheshire,Tier 2 (A rating),Tier 2 General
Adient Seating UK Ltd,Coventry,Cheshire,Tier 2 (A rating),Intra Company Transfers (ICT)
ADInstruments  Ltd,Oxford,Oxfordshire,Tier 2 (A rating),Tier 2 General
Adit Teleservices Limited,Reading,Oxfordshire,Tier 2 (A rating),Tier 2 General
Adjaye Associates Limited,London,Westminster,Tier 2 (A rating),Tier 2 General
Adjoint UK Ltd,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
Adjusting Services Ltd,London,London,Tier 2 (A rating),Tier 2 General
Adkins & Matchett (UK) Ltd,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
Adkins & Matchett (UK) Ltd,London,London,Tier 2 (A rating),Tier 2 General
Adkins Consultants Limited,Maidstone,Kent,Tier 2 (A rating),Tier 2 General
Adlens Limited,Eynsham,Oxfordshire,Tier 2 (A rating),Tier 2 General
Adlens Limited,Eynsham,Oxfordshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Adlington Cricket Club,Near Bolton,Oxfordshire,Tier 5 (A rating),Creative & Sporting
ADLINK Technology Ltd,Gateshead,Tyne and Wear,Tier 2 (A rating),Tier 2 General
Adludio Limited,London,Tyne and Wear,Tier 2 (A rating),Tier 2 General
Adludio Limited,London,Tyne and Wear,Tier 2 (A rating),Intra Company Transfers (ICT)
ADM AUTOMATION LIMITED,Gateshead,UK,Tier 2 (A rating),Tier 2 General
ADM Capital Europe LLP,London,UK,Tier 2 (A rating),Tier 2 General
ADM COMPUTING,Canterbury,Kent,Tier 2 (A rating),Tier 2 General
ADM Pressings Limited,Newcastle Upon Tyne,Kent,Tier 2 (A rating),Tier 2 General
ADM Promotions UK Limited,London,Kent,Tier 2 (A rating),Tier 2 General
ADM Promotions UK Limited,London,Kent,Tier 2 (A rating),Intra Company Transfers (ICT)
Administrate Ltd,Edinburgh,Kent,Tier 2 (A rating),Tier 2 General
Admiral Markets UK Ltd,London,Kent,Tier 2 (A rating),Tier 2 General
Admiral Markets UK Ltd,London,Kent,Tier 2 (A rating),Intra Company Transfers (ICT)
Admiral Recruitment Limited,London,Kent,Tier 2 (A rating),Tier 2 General
Admix,London,Kent,Tier 2 (A rating),Tier 2 General
Adobe Systems UK Ltd,Maidenhead,Berkshire,Tier 2 (A rating),Tier 2 General
Adobe Systems UK Ltd,Maidenhead,Berkshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Adoreboard Limited,Belfast,Select,Tier 2 (A rating),Tier 2 General
ADORN SPA LIMITED,Wembley,MIDDLESEX,Tier 2 (A rating),Tier 2 General
Adrem Contracts Limited,London,MIDDLESEX,Tier 2 (A rating),Tier 2 General
Adrem Grp Ltd,London,MIDDLESEX,Tier 2 (A rating),Tier 2 General
ADRIAN & CO,Norbury,Greater London,Tier 2 (A rating),Tier 2 General
ADRIAN GIBSON MUSIC PRODUCTIONS,London,Greater London,Tier 5 (A rating),Creative & Sporting
Adroit Accountax Ltd,London,Greater London,Tier 2 (A rating),Tier 2 General
Adroit Tech Solutions,Bracknell,Greater London,Tier 2 (A rating),Tier 2 General
AdRoll UK Limited,London,Greater London,Tier 2 (A rating),Tier 2 General
AdRoll UK Limited,London,Greater London,Tier 2 (A rating),Intra Company Transfers (ICT)
ADROSONIC UK LIMITED,London,Greater London,Tier 2 (A rating),Tier 2 General
ADROSONIC UK LIMITED,London,Greater London,Tier 2 (A rating),Intra Company Transfers (ICT)
ADS Securities London Ltd,London,Greater London,Tier 2 (A rating),Tier 2 General
ADS Securities London Ltd,London,Greater London,Tier 2 (A rating),Intra Company Transfers (ICT)
Adstream UK Ltd,London,Greater London,Tier 2 (A rating),Tier 2 General
Adstream UK Ltd,London,Greater London,Tier 2 (A rating),Intra Company Transfers (ICT)
Adsyst (Automation) Ltd,Stafford,Staffordshire,Tier 2 (A rating),Tier 2 General
ADTEK LIMITED,Newcastle,TYNE & WEAR,Tier 2 (A rating),Tier 2 General
Adthena Ltd,London,TYNE & WEAR,Tier 2 (A rating),Tier 2 General
Adthena Ltd,London,TYNE & WEAR,Tier 2 (A rating),Intra Company Transfers (ICT)
ADTRAN Europe Limited,Basingstoke,Hampshire,Tier 2 (A rating),Intra Company Transfers (ICT)
ADVA Optical Networking Ltd,York,North Yorkshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Advance Education Centre(London),London,Brent,Tier 2 (A rating),Tier 2 General
Advance Global Capital Lt,London,Brent,Tier 2 (A rating),Tier 2 General
Advance International Media Ltd,London,Brent,Tier 2 (A rating),Tier 2 General
Advance Media Ltd,London,Greater London,Tier 2 (A rating),Tier 2 General
Advance Motors Limited,Slough,Berkshire,Tier 2 (A rating),Tier 2 General
Advance Shipping Limited,London,Berkshire,Tier 2 (A rating),Tier 2 General
Advanced 365 Limited,London,Berkshire,Tier 2 (A rating),Tier 2 General
Advanced Accessories LTD T/A Mr Mobile,Manchester,Lancs,Tier 2 (A rating),Tier 2 General
Advanced Alternative Media Limited,London,Lancs,Tier 5 (A rating),Creative & Sporting
ADVANCED BROADCAST SERVICES LIMITED,London,Lancs,Tier 2 (A rating),Tier 2 General
Advanced Capability Solutions Ltd,London,Lancs,Tier 2 (A rating),Tier 2 General
Advanced Consulting Service Limited,Mansfield Woodhouse,Nottinghamshire,Tier 2 (A rating),Tier 2 General
ADVANCED DESIGN TECHNOLOGY LIMITED,London,Nottinghamshire,Tier 2 (A rating),Tier 2 General
Advanced Electric Machines Research Ltd,Washington,County,Tier 2 (A rating),Tier 2 General
Advanced Electronics Limited,Newcastle Upon Tyne,County,Tier 2 (A rating),Tier 2 General
Advanced Engine Research Ltd,Basildon,Essex,Tier 2 (A rating),Tier 2 General
Advanced Hair Studios Group Ltd,London,Essex,Tier 2 (A rating),Tier 2 General
Advanced Healthcare Ltd,Tonbridge,Kent,Tier 2 (A rating),Intra Company Transfers (ICT)
Advanced Insulation Systems Ltd,Gloucester,Kent,Tier 2 (A rating),Tier 2 General
Advanced Interior Solutions Limited,London,Kent,Tier 2 (A rating),Tier 2 General
Advanced Laser Technology Limited,Stockport,Greater Manchester,Tier 2 (A rating),Tier 2 General
Advanced Manufacturing(Sheffield) Ltd,Rotherham,South Yorkshire,Tier 2 (A rating),Tier 2 General
Advanced Medical Solutions Limited,Winsford,Cheshire,Tier 2 (A rating),Tier 2 General
Advanced Oncotherapy Plc,London,Cheshire,Tier 2 (A rating),Tier 2 General
Advanced Payment Solutions,London,Cheshire,Tier 2 (A rating),Tier 2 General
Advanced Personnel Management Group (UK) Ltd,Birmingham,West Midlands,Tier 2 (A rating),Intra Company Transfers (ICT)
Advanced Personnel Management Group (UK) Ltd,Birmingham,West Midlands,Tier 2 (A rating),Tier 2 General
Advanced Sensors Limited,Carrickfergus,Co Antrim,Tier 2 (A rating),Tier 2 General
Advanced Solutions International (Europe) Ltd,Shoreham By Sea,West Sussex,Tier 2 (A rating),Intra Company Transfers (ICT)
Advance,London,West Sussex,Tier 5 (A rating),Voluntary Workers
Advancy Ltd,London,Greater London,Tier 2 (A rating),Tier 2 General
Advansys Engineering Services and Consultancy Limited,Oxford,Greater London,Tier 2 (A rating),Tier 2 General
Advansys Engineering Services and Consultancy Limited,Oxford,Greater London,Tier 2 (A rating),Intra Company Transfers (ICT)
Advantage Business Systems Limited,London,London,Tier 2 (A rating),Tier 2 General
Advantage Multi-Academy Trust,Hounslow,London,Tier 2 (A rating),Tier 2 General
Advantage Resourcing UK Ltd,London,London,Tier 2 (A rating),Tier 2 General
Advantage Resourcing UK Ltd,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
Advantage Schools,Bedford,Bedfordshire,Tier 2 (A rating),Tier 2 General
Advantage Travel Centres Limited,London,Bedfordshire,Tier 2 (A rating),Tier 2 General
Advantage-NRG Ltd,Preston,Lancashire,Tier 2 (A rating),Tier 2 General
Advantech Europe BV UK Branch,London,Lancashire,Tier 2 (A rating),Intra Company Transfers (ICT)
Advantech Surgical Ltd,Torquay,Devon,Tier 2 (A rating),Tier 2 General
Advantix Limited,Northwood,Middlesex,Tier 2 (A rating),Tier 2 General
Adveniunt Medical International Limited,London,Middlesex,Tier 2 (A rating),Tier 2 General
Advent Bioservices Ltd,London,Middlesex,Tier 2 (A rating),Tier 2 General
Advent Data Solutions Ltd,Stanmore,Middlesex,Tier 2 (A rating),Tier 2 General
Advent International Ltd,London,Middlesex,Tier 2 (A rating),Tier 2 General
Advent International Ltd,London,Middlesex,Tier 2 (A rating),Intra Company Transfers (ICT)
Adventure Leadership Training Trust,Bangor,Down,Tier 5 (A rating),Voluntary Workers
Adventure Pictures Ltd,London,Down,Tier 5 (A rating),Creative & Sporting
ADVERTTU LIMITED,London,Down,Tier 2 (A rating),Tier 2 General
ADVFN PLC,London,Down,Tier 2 (A rating),Tier 2 General
Advinia Care Homes,Finchley,Down,Tier 2 (A rating),Tier 2 General
ADVIZZO,London,Down,Tier 2 (A rating),Tier 2 General
Advokatfirmaet Kromann Reumert,London,Down,Tier 2 (A rating),Tier 2 General
Adyen UK Limited,London,Down,Tier 2 (A rating),Tier 2 General
AE Portsoken Asset Management Ltd,Hampstead,London,Tier 2 (A rating),Tier 2 General
AE Portsoken Asset Management Ltd,Hampstead,London,Tier 2 (A rating),Intra Company Transfers (ICT)
AEA Consulting Worldwide Ltd,London,London,Tier 2 (A rating),Tier 2 General
AEA Investors (UK) LLP,London,London,Tier 2 (A rating),Tier 2 General
AEA Investors (UK) LLP,London,London,Tier 2 (A rating),Intra Company Transfers (ICT)
AECC University College,Bournemouth,Dorset,Tier 2 (A rating),Tier 2 General
AECOM LIMITED,London,Dorset,Tier 2 (A rating),Tier 2 General
AECOM LIMITED,London,Dorset,Tier 2 (A rating),Intra Company Transfers (ICT)
Aedas Interiors London Limited,London,Dorset,Tier 2 (A rating),Tier 2 General
Aedas Interiors London Limited,London,Dorset,Tier 2 (A rating),Intra Company Transfers (ICT)
Aedas London Limited,London,Dorset,Tier 2 (A rating),Tier 2 General
Aedas London Limited,London,Dorset,Tier 2 (A rating),Intra Company Transfers (ICT)
AEG Fuels UK Limited,West Sussex,Dorset,Tier 2 (A rating),Tier 2 General
AEG Fuels UK Limited,West Sussex,Dorset,Tier 2 (A rating),Intra Company Transfers (ICT)
AEG Presents Ltd,London,Dorset,Tier 2 (A rating),Tier 2 General
AEG Presents Ltd,London,Dorset,Tier 5 (A rating),Creative & Sporting
AEG Presents Ltd,London,Dorset,Tier 2 (A rating),Intra Company Transfers (ICT)
Aegg Limited,Andover,Hants,Tier 2 (A rating),Tier 2 General
Aegila Capital Management Limited,London,Hants,Tier 2 (A rating),Tier 2 General
AEGIS Engineering Systems (AES) Ltd,Derby,Derbyshire,Tier 2 (A rating),Tier 2 General
Aegis Trust,Newark,Nottinghamshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Aegis Trust,Newark,Nottinghamshire,Tier 2 (A rating),Tier 2 General
Aegis Trust,Newark,Nottinghamshire,Tier 5 (A rating),Voluntary Workers
Aegis Vision Limited,London,Nottinghamshire,Tier 2 (A rating),Tier 2 General
Aegis Vision Limited,London,Nottinghamshire,Tier 5 (A rating),Creative & Sporting
AEGON UK PLC,London,Nottinghamshire,Tier 2 (A rating),Tier 2 General
AEGON UK PLC,London,Nottinghamshire,Tier 2 (A rating),Intra Company Transfers (ICT)
AEI Compounds Limited,Sandwich,Kent,Tier 2 (A rating),Intra Company Transfers (ICT)
AEI Compounds Limited,Sandwich,Kent,Tier 2 (A rating),Tier 2 General
AEI Group LTD,London,Kent,Tier 2 (A rating),Tier 2 General
AEO Trading Ltd,London,Kent,Tier 2 (A rating),Tier 2 General
AEON Engineering Ltd,Newcastle Under Lyme,Staffordshire,Tier 2 (A rating),Tier 2 General
Aeorema Limited,London,Staffordshire,Tier 2 (A rating),Tier 2 General
AEP UK LTD,Northampton,Northamptonshire,Tier 2 (A rating),Tier 2 General
Aequitas Consulting Limited,London,Northamptonshire,Tier 2 (A rating),Tier 2 General
Aerial Days Limited,London,Northamptonshire,Tier 2 (A rating),Tier 2 General
Aerial Edge Circus Schools Ltd,Glasgow,Northamptonshire,Tier 5 (A rating),Creative & Sporting
Aerial Target Systems Limited,Swindon,Wiltshire,Tier 2 (A rating),Tier 2 General
Aeriandi,Newbury,Berkshire,Tier 2 (A rating),Tier 2 General
Aeris Engineering Services Ltd,Wouldham,Kent,Tier 2 (A rating),Tier 2 General
Aeristech Limited,"Leamington Spa,",Warwickshire,Tier 2 (A rating),Tier 2 General
AERIUM FINANCE LIMITED,London,Warwickshire,Tier 2 (A rating),Tier 2 General
Aermont Capital LLP,London,Warwickshire,Tier 2 (A rating),Tier 2 General
Aermont Capital LLP,London,Warwickshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Aerocare International Ltd,Warrington,Cheshire,Tier 2 (A rating),Tier 2 General
Aeromet International Limited,Sittingbourne,Kent,Tier 2 (A rating),Tier 2 General
Aerona Software Systems Ltd,Derry/londonderry,Derry/Londonderry,Tier 2 (A rating),Tier 2 General
Aeroservices Ltd,Leeds,West Yorkshire,Tier 2 (A rating),Tier 2 General
Aerospace Engineering Solutions Ltd,"Braintree,",West Yorkshire,Tier 2 (A rating),Tier 2 General
Aerotek Aviation Engineering Limited,Poole,Dorset,Tier 2 (A rating),Tier 2 General
AEROTEK DESIGN LIMITED,Bristol,Dorset,Tier 2 (A rating),Tier 2 General
Aerotrope Limited,Brighton,East Sussex,Tier 2 (A rating),Tier 2 General
AES Kilroot Power Limited,Carrickfergus,Co. Antrim,Tier 2 (A rating),Tier 2 General
AES Kilroot Power Limited,Carrickfergus,Co. Antrim,Tier 2 (A rating),Intra Company Transfers (ICT)
AESG Ltd,City Of London,Greater London,Tier 2 (A rating),Tier 2 General
Aesica Queenborough Limited,Kent,Greater London,Tier 2 (A rating),Tier 2 General
Aesop UK Limited,London,Greater London,Tier 2 (A rating),Tier 2 General
Aesop UK Limited,London,Greater London,Tier 2 (A rating),Intra Company Transfers (ICT)
AESSEAL plc,Rotherham,Sout Yorkshire,Tier 2 (A rating),Tier 2 General
AET UK Ltd,London,Sout Yorkshire,Tier 2 (A rating),Intra Company Transfers (ICT)
AET UK Ltd,London,Sout Yorkshire,Tier 2 (A rating),Tier 2 General
Aetha Consulting Limited,Cambridge,Sout Yorkshire,Tier 2 (A rating),Tier 2 General
Aethel Partners LLP,London,Sout Yorkshire,Tier 2 (A rating),Tier 2 General
Aethersys Ltd,London,Sout Yorkshire,Tier 2 (A rating),Tier 2 General
AETN UK,London,Sout Yorkshire,Tier 2 (A rating),Tier 2 General
Aetna Global Benefits UK Ltd,Farnborough,Hampshire,Tier 2 (A rating),Tier 2 General
Aetna Global Benefits UK Ltd,Farnborough,Hampshire,Tier 2 (A rating),Intra Company Transfers (ICT)
AEW Europe LLP,London,Hampshire,Tier 2 (A rating),Tier 2 General
A-FAX HOLDINGS LTD.,Elland,Hampshire,Tier 2 (A rating),Tier 2 General
A-FAX HOLDINGS LTD.,Elland,Hampshire,Tier 2 (A rating),Intra Company Transfers (ICT)
AFC Bournemouth Limited,Bournemouth,Dorset,Tier 2 (A rating),Sport
AFC Bournemouth Limited,Bournemouth,Dorset,Tier 5 (A rating),Creative & Sporting
AFENEL LIMITED,London,Dorset,Tier 2 (A rating),Tier 2 General
AFerry Limited,Sutton Courtenay,Oxfordshire,Tier 2 (A rating),Tier 2 General
Affectv Ltd,London,Oxfordshire,Tier 2 (A rating),Tier 2 General
Affectv Ltd,London,Oxfordshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Affiliated Engineers Limited,Northampton,Oxfordshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Affiliated Managers Group Limited,London,Oxfordshire,Tier 2 (A rating),Tier 2 General
Affiliated Managers Group Limited,London,Oxfordshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Affinity (Shipping) LLP,London,Oxfordshire,Tier 2 (A rating),Tier 2 General
Affinity (Shipping) LLP,London,Oxfordshire,Tier 2 (A rating),Intra Company Transfers (ICT)
Affinity Fire Engineering (UK) Ltd,London,Oxfordshire,Tier 2 (A rating),Tier 2 General
